accepted_date ,a_id,change_ticket,risk_level,deferred_count,acceptance_type,false_positive_state,existing_patch,owner_comments,rejection_evidence,remediation_comments,completion_date,remediation_plan,remediation_proof,approch_used,vulnerability_source,status_date,unique_id,total_nd_vis_count,total_vis_count,active_vis,active_ns_vis,task_state,task_desc,assignment_count,cve_code,asgm_group,task_id,last_update,task_creation_date,task_closed_date,asset_identifyer
4/19/2023,462EE22F,,Very High,0,,,No,,,,11/5/2023,gGw3GgZFQWE4W5uNL0M527qwGMB5646ky8j4ucif,,,Infra,5/8/2023,kyhUJQ,,,,,Closed,tqkVfKQGSPIx379FqSEtq0VloHO32GqabQIat0Mh,0,No-CVE,Gb2g3bbxJE,task19910,7/31/2023,4/19/2023,7/31/2023,asset0245
7/1/2023,76CD7826,,Very High,0,,,No,,,,9/6/2023,Uy1oX0ZgvxOCb3Hnq8GxbrnkWfabHt0lLUv1Udz8,,Major Version Upgrade,Infra,8/10/2023,LFo0bn,,,,,Closed,0ovKBaemVddeE0mc5kI330jLufhbHtLvF17VEVOM,0,CVE-2021-44228,Gwid4Cn1c3,task16394,9/2/2023,7/1/2023,9/2/2023,asset0709
1/31/2019,32EF3310,,Very High,0,,,No,,,,8/10/2022,iivNsmv2KunVpETtlONEcj05U6FMwvszuA76YHGr,,Removal of software,Infra,8/23/2021,I41EUk,,,,,In Remediation,zbhPifKKNRkH5MC5GiOOGQTG5CRBkyEoRIOO4saL,0,No-CVE,OKCpyNbBXk,task16540,1/5/2022,1/31/2019,,asset0135
1/10/2022,4BB44377,,Very High,0,,,No,,,,10/6/2023,qbhhEoQN8lWb6OR4wUkC4wl9TBadkHQ2pD2Vd191,,Removal of software,Infra,8/28/2023,sXwE0x,,,,,Closed,ruLkwvPIC7PIP0lfEKhOmIGZqQICm88bEGpKhAVf,2,CVE-2023-44487,qCI6SOli9q,task15048,9/22/2023,1/10/2022,9/22/2023,asset0584
5/15/2022,EBABF4EC,,Very High,0,,,No,,,,5/24/2022,zrj7UdA1XxcZxTWbHC6ayY3O2g3tTqsYRIB7Xz2s,,,Infra,5/18/2022,ScTpIu,,,,,Closed,0dQFRXzxMUw6bOf8Du735BI6kRx6x9NSNAV4CilP,1,No-CVE,6MJp5U162T,task17523,5/22/2022,5/15/2022,5/22/2022,asset0597
2/3/2021,9482362F,,Very High,0,,,No,,,,10/15/2021,WrlGza6tYikLc2lPNNtJWWlsnW4qtgg2paoW8OrF,,Removal of software,Infra,3/3/2021,rY7CbZ,,,,,Closed,Zeh8Du1ZNe4bZbd7yrSapfcBw073SvgfURz9ReXw,0,CVE-2019-17571,BsKzSbwKcN,task15403,4/20/2021,2/3/2021,4/20/2021,asset0723
5/18/2019,3FE281E3,0AAD69,High,0,WRmEePvE,,No,,,,3/29/2021,lIhGNT31WJ7SeHeVKNrtBzJreHl3Qe60CqVQvqA3,,,Infra,10/12/2019,JEDV0H,,,,,Closed,zSMHQFWJ93GewPmAPwytf08jQILSUSvdd9LXHlKH,0,No-CVE,kYdfa0P7eb,task16252,2/6/2021,5/18/2019,2/6/2021,asset0709
6/30/2018,7FD0B25C,,Very High,0,,,No,,,,4/14/2021,Dx3VpU4bZUe2w6itEudKUt2oDm7ED2imr8bm6GQ8,,,Infra,9/1/2019,qDC0t1,,,,,In Remediation,juWR1jeaUuwx3qKD2w7jAsMZCTXEi4mqpRWk91t7,0,No-CVE,6ufXHjBYHx,task19134,12/9/2019,6/30/2018,,asset0046
7/14/2022,89264740,,High,0,,,No,,,,4/24/2023,jFDEZJfZXP9b9JDRjUxcqIRKh65FfrJ4jLinEC1f,,,Infra,10/6/2022,HVRBxY,,,,,Open,Ll7AuPGQs9WpYBoedrl2AVvtdgEFSXwaGCk3Cg8l,2,CVE-2023-44487,WttYK9RrBK,task15361,10/25/2022,7/14/2022,,asset0688
10/28/2019,AE15161B,,High,0,,,No,,,,3/8/2021,LFXvEKeGBwsBF0MiET7cL1Y6QyoNctHhnAxQF9Rn,,,Infra,11/17/2019,UJPi3T,,,,,Under Investigation,sXibXEhdtYwLyJKTRU4RFPNrvJCCari42Uwj0bIv,2,CVE-2023-44487,ksDPOXKAFL,task16203,10/24/2020,10/28/2019,,asset0801
8/31/2023,1BD59778,,Very High,0,,,No,,,,9/18/2023,MdLDaBwTzJaztydflXULUTRJi6u1WnY3comYMypL,,Removal of software,AppSec Assessment,9/6/2023,fQeOV7,,,,,Closed,8ok9DuDqTNlS7a5i2TIw2G46mihMbufCODh7Gjp9,0,CVE-2019-17571,4MqGGF3Ob5,task19796,9/13/2023,8/31/2023,9/13/2023,asset0856
3/24/2023,AA6EEE50,,High,0,,,No,,,,9/24/2023,JgujFNsbdYj4wrO18FyS6EYyEPQPJH1LrTn5jmfF,,,Infra,8/14/2023,jqehiR,,,,,Closed,RAaMdxYjtUJC1nl6NaxGoWrKm8fZeXWsNFRfM45K,0,CVE-2023-44487,ToSAPPmcwH,task17183,9/13/2023,3/24/2023,9/13/2023,asset0789
5/29/2022,32CB2C5E,,Very High,0,,,No,,,,8/20/2023,GNiRA782sYeQo8cedMGIrp6ifanpSSHqgDFezFpG,,,Infra,8/8/2023,23c6i0,,,,,In Remediation,DEIZo79ruiP7PPTYc9Q8MQOk6BjoBH0ZrnTu4s3G,2,CVE-2021-44228,wKhSIj9isA,task16198,8/13/2023,5/29/2022,,asset0181
2/20/2022,D49B6E3E,,Very High,0,,,No,,,,6/30/2023,odSmopG6v2YCcDLTVHHqOGY72pzTDeTon5eb9y07,,,AppSec Assessment,2/12/2023,cGurEs,,,,,Open,8Hy9alaOi9e5VFhRWz6xOtyzHI0IfDgqCq5u0UpS,0,CVE-2022-42889,mDvgMd8QwK,task17822,3/8/2023,2/20/2022,,asset0681
10/12/2018,9956E7E8,,High,0,,,No,,,,9/7/2020,XAWuNjEIuEkn9Oy7RiWNhJzBlR0nXq1y9LvxDQ1I,,,Infra,6/17/2020,UoJMlV,,,,,Closed,MYlC5Noyyw5Pdy78iMqBXacLSGGygWrP2Mxa01ms,0,No-CVE,HSvG6fQJph,task15416,6/29/2020,10/12/2018,6/29/2020,asset0851
12/31/2023,5C9ED7B8,,Critiacal,0,,,No,,,,1/1/2024,6LyKqq0FK16XWQ0DtVcSxXmPDLyd5B6F7zyver4e,,Major Version Upgrade,Infra,12/31/2023,zmb1UK,,,,,Closed,6UFQSnqRXiMeWA9PfbvaIWCIH9tT1lf2Z5aIxLYG,0,No-CVE,tErvRsPHm4,task15484,1/1/2024,12/31/2023,1/1/2024,asset0219
9/20/2020,5209F895,,Emergency,0,,,No,,,,12/19/2023,yqsczZedSCsta5Buj1v16Dn1TUNDstxoDW2YUgOf,,,Infra,4/7/2021,A9qIp0,,,,,Closed,PrAFCEkXty5IOeE9w3Q56f9M0oAZB00lYJ5le5po,0,No-CVE,EhlUw6boTD,task19182,10/17/2021,9/20/2020,10/17/2021,asset0363
11/3/2018,CA9390BF,,Critiacal,0,,,No,,,,7/17/2020,FMEXTRHa4r4S6lacdtvUB9yyFR94bTZRwecAHrfz,,,Infra,8/17/2019,VxQL98,,,,,Under Investigation,M5DH9IXLtelrItwg4VuQjaJPE1gorhQpnYP0lLud,0,CVE-2018-1270,5YQlowyFy9,task18714,1/3/2020,11/3/2018,,asset0283
6/22/2021,9FDC86AD,,Critiacal,0,,,No,,,,8/8/2023,N9FhoaAjNR1yCyXQRdWNFCUXNr8DIqvrviwdndcs,,,Infra,9/8/2021,HlOPOk,,,,,Open,6XLsac1Lyp0VVdj4e4kC7wIhzl5L9MC9PeLD0G7a,0,CVE-2022-42889,whau9p1k57,task16312,7/17/2022,6/22/2021,,asset0222
11/4/2020,1512CCA5,,High,0,,,No,,,,3/14/2021,QbV1618azhjqVspZew8rFNKlHW1Kj1PAbxy02HfG,,,Infra,1/18/2021,B24sYF,,,,,Closed,68oG6tS59P2AoYA6jUrODxYjpnUJQZHi8Ba8Q6LC,0,CVE-2018-1270,RHjEakn6Og,task18416,1/24/2021,11/4/2020,1/24/2021,asset0626
4/25/2023,13941206,,Very High,0,,,No,,,,7/1/2023,Ob008TFKjuGv4zEpNxQPvbxFaNFg9Gl3Ydd3Q9O6,,Patching,Infra,5/15/2023,JYzyEW,,,,,Resolved,gMzwkJaVAPcisN8rnMWsfX2k9yXtKaR3VKslGYOx,0,No-CVE,w3U2jJJJvi,task19037,5/23/2023,4/25/2023,,asset0641
11/10/2021,C2DAD18A,,Emergency,0,,,No,,,,5/15/2023,2R0mZ6g9JsGIJiPjl4YWqMXL4TI60oE2YNYQSKJf,,,AppSec Scan,4/6/2022,20srVT,,,,,Closed,jnq0zzFwdjf6W9RS7QjlcMXbycN8Nvye4mSJgd2Q,0,No-CVE,Zt3L6UfLOV,task18474,12/27/2022,11/10/2021,12/27/2022,asset0241
4/14/2019,D8E75902,,Very High,0,,,No,,,,11/22/2022,YPK7Y16AZFZ6fSUcuHTvxdXgbC84n2zBDor4L88X,,,Infra,5/28/2022,Q4JmQY,,,,,Resolved,uJYruELggpAVcIc5SxEtWo35Z0q3WmMbK3mwGJrz,0,No-CVE,57yFAsKlEk,task15751,9/2/2022,4/14/2019,,asset0203
1/14/2022,47C56124,6D7A18,Critiacal,0,,,No,,,,12/9/2023,r1xeHbHAuYTzmE9yKs7aKKzynUzvu9Xjwb43t7la,,Patching,Infra,3/2/2022,yYjSM8,,,,,Closed,SJt1EYU3aoVb2Ji6yiKwsGd3C59Ujt2vgCduLepo,1,CVE-2021-44228,qrDxwizEMQ,task15607,3/9/2023,1/14/2022,3/9/2023,asset0996
5/17/2022,800ADDB1,,High,0,,,No,,,,9/16/2023,YPOAQB04yULyDVmg9qSVW4yGs6GaLrq63q3T6wQJ,,Removal of software,Infra,9/21/2022,nlXwDM,,,,,Closed,SCh4cFbO0kv3sAZXgeOAaPDpltbmpfWSJTF6mmIM,0,CVE-2022-42889,mWe4trH8pj,task18382,7/19/2023,5/17/2022,7/19/2023,asset0195
6/13/2018,DEB5064B,,Emergency,0,,,No,,,,9/15/2023,q36BztABWOjU11wLoxM2OTNthCmC17ZO5u8vZIpA,,,AppSec Scan,8/31/2022,Ad29c0,,,,,Closed,DfQRcUjLvUe1QmVyv3DJXgBdyxGuvBBF0Eq8mnro,1,CVE-2023-4863,1W49RSQexd,task15821,5/17/2023,6/13/2018,5/17/2023,asset0939
8/8/2019,EBD0FBE3,,Very High,0,,,Yes,,,ptJucfTmmZdQkeIVQSVWiZDOIVuxdHP2XPLqLVwChTeDdgp7xDH0MjUMlXVc6HYYc2qjN9ayYPdwiJTHuzXtjOUMzgEVpiJ2HTiO,7/15/2021,VBMCDg18HyhJJs5RsWdehzNA0qaMhOPEVaQ5vJlr,,,Infra,3/4/2021,Hjnr2x,,,,,Closed,UT1Gt5VYqVZ4kdar6xWqtO0wtQPOxgr4VEOZ5IOh,0,CVE-2023-44487,CMuf7DMZUt,task18713,4/9/2021,8/8/2019,4/9/2021,asset0970
4/25/2023,97687F8F,,Emergency,0,,,No,,,,12/31/2023,2sVJEhpHcA2lmM1XhNUsWrpLrOm4LUbpbbEa58qg,,Removal of software,Infra,5/2/2023,TLPjMr,,,,,Closed,Y99C8FdkWukYucs24iswZkDIOg8cxo1WC30jy6ji,2,No-CVE,S9QOnwA8Ta,task17776,12/21/2023,4/25/2023,12/21/2023,asset0697
1/5/2020,C041D158,,High,0,,,No,,,,3/14/2021,D45yuNNz2cFma9gEH1A7D1V7YfBULFOs3JEsdYuq,,Patching,Infra,6/6/2020,qvst51,,,,,Closed,umqoWXEy9rU2u5vtr3DW2BI7hUqM7aTcJ5gzMlFM,0,CVE-2022-42889,PrJPuy1I7I,task15791,12/26/2020,1/5/2020,12/26/2020,asset0157
6/20/2018,54EC28FA,,High,0,,,No,,,,3/9/2021,XGpqcjAFiiCUIG0tc3SkI8cy5q2w3Df7oLhSQzBC,,,Infra,9/27/2019,Ezbcni,,,,,Closed,H3UsG9lQCCFGqBwKspuh4ODQ3Cpm5hJMV4nYXrVm,1,CVE-2023-44487,sRUWRru7lI,task18278,2/14/2021,6/20/2018,2/14/2021,asset0260
6/30/2020,60385BC2,,High,0,,,Yes,,,,9/6/2023,Qj3MJhXZFXLLFe8eTYHDDbChVdBHOr7L6g4Yj6yK,,,Infra,3/26/2021,xEISn4,,,,,Open,RWXBQoc9KuIy67RpKCXSp4K3EOhd00oIeDPmCXy9,1,CVE-20163427,q4vJe4zN0D,task18332,8/5/2023,6/30/2020,,asset0699
8/7/2022,6FFF74D2,,High,0,,,No,,,,10/19/2023,nWt5sxsIPnOKLFZQ0EyvOyk2pYVgsXKkNRjBoihD,,,AppSec Scan,1/17/2023,jTYJso,,,,,Under Investigation,kF1wEFKSbocSSPePLVf2aTSTJzvxjUbCjoJsVvbA,0,CVE-2022-42889,wlFvZj1rYd,task15129,6/7/2023,8/7/2022,,asset0842
6/19/2023,FF108E78,,High,0,,,No,,,,11/20/2023,AweSqEwWbbfCdp7ikThifr47H9oTQMcpaUdgFKjB,,,AppSec Assessment,8/20/2023,aP3ZVh,,,,,Closed,UfgZzrQwi4d8iNKvMyTslAltHW4huHIiOvXcwkj5,0,CVE-2023-4863,pwun0UTjYy,task15803,10/2/2023,6/19/2023,10/2/2023,asset0217
8/30/2020,BB539F6F,,Very High,0,,,Yes,,,,11/26/2020,YjNeIzrj62SepXKvbiN2689xFQfYZf8xJBAH1GMG,,Major Version Upgrade,Infra,11/1/2020,UZyXyN,,,,,Open,PtPjqNXKjupsTAC5trqZUNfCOr9LfMbk4Qyg3OZ5,0,No-CVE,t6gkTyYWly,task19625,11/16/2020,8/30/2020,,asset0005
12/16/2019,8AF14484,,High,0,,,No,,,,5/13/2022,76cgQOyog19wMkSaTu3LJsWzF2nNkgBpPN7aDpzb,,Removal of software,Infra,9/4/2020,U2oKzF,,,,,Closed,y31DcHF7NGB3ia9kK5CGEXSwvoMd0R18GKZMkqLQ,0,CVE-2023-4863,lZF9U8jf6B,task15211,12/16/2021,12/16/2019,12/16/2021,asset0617
4/21/2018,11BA1687,,Emergency,0,,,No,,,,6/19/2023,wjHUInj12HyRxNKqrAKk0sqi8JYYv4lb4uLF5v2c,,Patching,AppSec Scan,12/31/2022,cojhmT,,,,,Closed,yvB98HMxYDDxzeVDhMMeAJlf8ji0W8bFPpWTEO7t,0,CVE-2022-42889,sOSe7z2rwA,task18641,3/14/2023,4/21/2018,3/14/2023,asset0228
1/19/2018,863F84ED,,Very High,0,,,No,,,,8/8/2020,dFWOEqbwviui9FO049Op8mEg9BRtgZ1MhrSetPCK,,,Infra,7/31/2019,7v0eTb,,,,,Closed,auhZfzm4yTMcZOVkGSvIVAtH1VtYb9bwQP8Sp3sV,0,CVE-2022-42889,87HKqzR1b9,task15681,4/13/2020,1/19/2018,4/13/2020,asset0031
1/11/2021,0E63A23E,,Very High,0,,,No,,,,7/7/2021,7JLMod2uJ5v3fcnsJcf4xZfkbYyW7lQKvgLSp5PC,,,Infra,5/17/2021,GgaT61,,,,,Closed,NjbihD2jNP5BeTiQ9gzTplClu2qPJQQY7ELDRwI9,2,CVE-2019-17571,jjpBrlLcKE,task17452,7/3/2021,1/11/2021,7/3/2021,asset0117
2/13/2023,CD6A556D,,High,0,,,No,,,,3/8/2023,x6htvzqReb6A6FyX4QguEzUPeXPud3hOKT9mF8QH,,,Infra,3/2/2023,EAjpPU,,,,,Closed,UfdJ8lfVh2B2zjl9SOFpa1uoAmEemU8QeYSHWSLg,0,No-CVE,Wsep82fzGz,task16065,3/2/2023,2/13/2023,3/2/2023,asset0755
7/20/2023,5E19A4CE,,Very High,0,,,No,,,,10/16/2023,tFWkEGc5U58mEf2XodYadO9odOrTFYbw2fKBdpc6,,,AppSec Assessment,7/20/2023,GPUMuB,,,,,Resolved,rbgAuzHYerh4TZfl8BXOoTGUUU8YzzRiJ1gExu7d,0,CVE-2023-44487,BFW1uyyaC6,task19095,8/12/2023,7/20/2023,,asset0311
12/8/2021,99181536,,Very High,0,,,No,,,,3/12/2023,XIx6zrqwvCUOhw2zHmexnUxXVfsIjF4IWlQV78hH,,,Infra,1/28/2023,dbH09v,,,,,Resolved,USaZWGIlRvBHOTxclAE9d5NkLj4TzhnYPTG1BHuw,0,CVE-20163427,2XgrX0WEgB,task15807,2/15/2023,12/8/2021,,asset0159
8/24/2020,EE044F4E,,Very High,0,,,No,,,,8/29/2020,zS0R6sPICfeILUW6ujyYTpRNKi8ZQTit4ve4XIcR,,Patching,AppSec Scan,8/27/2020,dGA2BQ,,,,,Open,x4QhuTaFcknoeboamq5YZZCinHPiR9iY9b5ZniTs,0,No-CVE,AqTwALF7JO,task16423,8/27/2020,8/24/2020,,asset0928
1/8/2020,E0AB79F3,3BE8F6,Critiacal,0,,,No,,,,1/2/2022,2ZdLJFhAsB2sQeTo7HUvKUNjgnT6NA53rjBVXcMp,,,AppSec Assessment,5/22/2021,zxaJeE,,,,,Closed,FQkLvB1ywUWA1KD4BcIgl3f6hUV7maV4L9q1NY3w,2,CVE-2021-44228,byzRZF53E2,task18496,9/27/2021,1/8/2020,9/27/2021,asset0791
12/15/2018,31412C5E,,Very High,0,,,No,,,,6/19/2021,rjgqoBE3DFVLhFp5blsyue3DMHrm52DjfcQBrFPP,,,AppSec Assessment,2/11/2020,CZxQb1,,,,,Open,rs1Rioak3d9rc0LajlGIe7QIimWhFc6tsw0sqHp1,0,No-CVE,kEtki8VLSV,task15814,7/31/2020,12/15/2018,,asset0171
4/9/2022,760AB194,,Critiacal,0,,,No,,,,6/30/2022,WRhqaykcMvfxNSU71sgX0x0Ohp1I3LY3SbEzJior,,,Infra,6/14/2022,0UntNH,,,,,Open,KEetAbJj1u39qp4vJQ31bFGLVKxEJQh357IZAHWc,1,No-CVE,mW3rWefGGa,task16828,6/19/2022,4/9/2022,,asset0770
7/29/2022,0CC0D2D9,,High,0,,,No,,,,9/26/2022,jo4EYHwc3wn0wjU8AIohW8M3fvbXJ3DvmEnunHRI,,,Infra,9/11/2022,aqe1PE,,,,,Closed,eDbuwCe9YuwVazf2LIkEKSnzlQaLjxkRZ2GIFKPc,0,CVE-2023-44487,cJEOiNVSeh,task15571,9/19/2022,7/29/2022,9/19/2022,asset0454
7/23/2018,B216BC42,,High,0,,,No,,,,3/29/2020,Dtv0OjvD0bfeiIduboKCwG0rPBU2VpI5J1c0Q77y,,,AppSec Assessment,12/13/2018,oYFRqT,,,,,Closed,NViJhXfgE7DgZtPZSoiOSDSE8fXrVru2sr6VuBTR,0,CVE-2022-42889,ynG1U71Kwi,task17652,2/17/2020,7/23/2018,2/17/2020,asset0739
2/28/2022,035459A6,,Very High,0,,,No,,,,3/7/2023,G6obldlacVDq1ddvRXKUhwRE5da0cWr4sRTssyuS,,Major Version Upgrade,Infra,9/27/2022,EdIkJG,,,,,Closed,jKHlS5T2xEsUwUeCnUnxMI2mfOpFcxObjOV8R8fn,0,CVE-2019-17571,jdcpwEbWET,task18124,11/22/2022,2/28/2022,11/22/2022,asset0693
12/26/2022,494A38E8,,High,0,,,Yes,,,,5/19/2023,CuaktGOgsGjd9qX3BHKeKYGZr2ssNfAqajvEGOMH,,Removal of software,Infra,4/11/2023,bMzLs8,,,,,Closed,0YlwM7rYWdlRFpJxEtONexG84DSb1BBiJssoHjhZ,1,No-CVE,xIO3WNBwLg,task15691,5/17/2023,12/26/2022,5/17/2023,asset0024
3/31/2018,A7BE5EF4,,Very High,0,,,No,,,,4/10/2018,9JPxtEbWNHWsAGtReNHKLdFUBSCVixcb9hQCBTgr,,Major Version Upgrade,Infra,4/7/2018,QLMlZJ,,,,,Open,NK9ea7Zba3Hapo4xW4gh9aoIlCnOpsHXb352kIZy,0,CVE-2021-44228,M0CHa20y4M,task18782,4/10/2018,3/31/2018,,asset0331
5/15/2022,351BC05B,,Very High,0,,,No,,,,5/31/2022,WF9WJwOJs0QJDDnneYJU3kP0Jlx2ICQc3wOnDakZ,,Patching,AppSec Assessment,5/16/2022,L79IOQ,,,,,Closed,M6ZUMnaSTdfjuYBn0hYvI2a5Jd8l3fmsncvcUnrR,0,No-CVE,HADmZgxqoe,task16310,5/31/2022,5/15/2022,5/31/2022,asset0526
3/6/2019,090F270E,,Very High,0,qwSCQThQudpuoaUTNasMwD8499aKs5U5u0K45qZTDM4MhbP4SCUW44JDZ160OLq2j6c8U5bFFUm6f676,,No,,,,11/16/2022,xK7JhMVyNE77kLSRQ4qzVJkx2efoXDKtONjgg4CF,,,Infra,9/5/2021,WTX8Zb,,,,,Under Investigation,vfmksHqlO4NgP5FuatgWfrodvOhUjvcJIgQwDLnh,0,CVE-2018-1270,BrZKQTYi0L,task16081,9/12/2021,3/6/2019,,asset0997
6/2/2018,9AAA296C,,Emergency,0,,,No,,,,5/9/2022,FRahUvYox1ycKXkLAMC3zXzvIMjSFCFBl4OyNtRq,,,Infra,10/7/2018,BAy5l9,,,,,Closed,EgssJp8sfesr2hjSd5Rt2h6GE8PVTnfEy4IIjIud,0,CVE-20163427,jSX6NWw8Ow,task15811,4/5/2022,6/2/2018,4/5/2022,asset0527
3/2/2020,35BFD1C3,,Emergency,0,,,No,,,,12/16/2022,tpZP11LgzVSYE3DZto4Z7SoCoo7NqXnzQ8Wb8pVa,,Patching,Infra,7/31/2021,qrlVyZ,,,,,Closed,NPyWAJBrjGrjfYYaCmV8wpOUuZZayzSWP8wecgSO,0,No-CVE,5aj2mjA8pt,task18278,10/18/2022,3/2/2020,10/18/2022,asset0961
5/20/2019,6F8BFFB4,,High,0,,,No,,,,7/13/2020,tCXjAZ5R8w7wnwsiyMSEbB9u5sJp6h4UgMcV9ePq,,Patching,Infra,10/22/2019,hMkeFH,,,,,Open,VNDzAETjcVd5J2P6PXaZ9xeI7fz3C7SsbIzSqiSQ,0,CVE-2018-1270,dd24n2xcdw,task17603,11/9/2019,5/20/2019,,asset0602
8/13/2020,A2AF2492,,Critiacal,0,,,Yes,,,,8/12/2022,nEqouOopfwN47c3GC348Er7xfZtRyip5rKHKDLjp,,,Infra,4/10/2022,9tlHJe,,,,,Under Investigation,QaYKc1SH8XnfV5DTczLhrhPB88bPOyRKPhslVAUe,0,CVE-2023-44487,jOxcUOk6Du,task15405,4/24/2022,8/13/2020,,asset0638
3/22/2023,38011AE4,,Very High,0,,,No,,,,6/14/2023,W3gw6dD0BI4dRQSYjymv4VIqFwNaSdw9PgavrQtC,,Removal of software,AppSec Scan,5/14/2023,5XvrSF,,,,,Closed,LuMwH7W9NCgFoKEdxVvfRFgV4ulWksDLvD0dLyHp,0,CVE-2023-44487,4kwTKzBczu,task15058,5/22/2023,3/22/2023,5/22/2023,asset0862
1/4/2023,9B1D4FE2,,Very High,0,,,Yes,,,,12/12/2023,3BVFSRpVc5cJrF1kc6OBFQpGSgKvvY8Mvn026y24,,Removal of software,Infra,5/8/2023,f2NJcr,,,,,Resolved,Y1FDSUKt48puDMBA7a4Br47r16QQAqhrmZabZcqI,0,CVE-2021-44228,k0FPAFTeua,task15953,6/27/2023,1/4/2023,,asset0543
2/25/2018,23F9D41E,,Critiacal,0,,,No,,,,5/14/2021,eY50M0TMXZZEdHDz874T1xMzHhP4e80tm4QG01hZ,,,Infra,3/22/2021,ND1FfA,,,,,Closed,IkfpDrAKRecooqwGYIUw1fPkZbjjEiZ7Vof3DHyf,0,CVE-2021-44228,6zs9WQh5qf,task19783,4/7/2021,2/25/2018,4/7/2021,asset0509
5/25/2019,FC896CD9,,Critiacal,0,,,No,,,,7/14/2020,sDddpeV4m8nVgo0bcuXkVAsO0ux1rdpHF8Jbl8z4,,Removal of software,Infra,7/24/2019,u8aJvQ,,,,,Under Investigation,mNHowzjWgW2Cn0HXh4V0odGs3twI7fSSYaHA6ZBH,0,No-CVE,VcGGsU3741,task15794,4/1/2020,5/25/2019,,asset0597
5/26/2019,621145AD,,High,0,,,No,,,,7/10/2021,cFsJ6dHBMAOsExxQqizjvHHP5r4Skr7devwXEs38,,,Infra,7/16/2020,Nqzdjw,,,,,Resolved,LyRZ7PqVUkuiUES7vjqsPqYUOdyUVDq5eVMXtSVy,0,CVE-20163427,wOv7w1quXW,task16176,4/25/2021,5/26/2019,,asset0728
8/16/2022,C1D67035,,Very High,0,,,No,,,,12/2/2022,IQCuNKnV0eogjLagyzFqXklOlSYTwMO9o3jSmolp,,,Infra,10/18/2022,b1eyMW,,,,,Closed,kdz9gAIVJyC7bO2kNoYO9uFw9Fqs0W2GWj2W8eP9,0,CVE-2018-1270,jeQUkLLgun,task18101,11/14/2022,8/16/2022,11/14/2022,asset0708
11/9/2021,078C6450,,High,0,,,No,,,,7/27/2022,O6xzgR6YJsko0cS94i18Fc7eGL79krhCoM3jEUHM,,Removal of software,AppSec Assessment,2/3/2022,yrQYud,,,,,Closed,aCHa9bIJ2m7zpsmUVFaHQs4Fw5GqSdvxXGpGVYEg,0,CVE-2019-17571,iYDOpdGGxr,task18604,5/6/2022,11/9/2021,5/6/2022,asset0489
8/31/2020,FD41B571,,High,0,,,No,,,,8/12/2021,xLQlxXt1k3w2j9zMMCho2YOEOvFaQI6g4k3xAP4w,,Major Version Upgrade,AppSec Assessment,12/20/2020,J9Vlr0,,,,,Open,tk3fV3iE2wpIDKu0wqqPU0mMpYwCqWO7ozbw6tjo,0,CVE-2022-42889,qfpmvvssPh,task16377,6/25/2021,8/31/2020,,asset0838
9/22/2021,5F1D9FD6,,Very High,0,,,No,,,,9/4/2022,o5ezMLOFhNK8vubL8JaRxMQ72CqVtziHbJTlGXas,,,AppSec Assessment,9/29/2021,Pgltnn,,,,,In Remediation,BYmCIkPuRlz4Rky2bxtM3kgGtKuPZjJrL0nxVE01,0,CVE-2019-17571,FZk2XdmCp9,task16624,1/4/2022,9/22/2021,,asset0975
1/2/2023,0BD9888E,,High,0,,,No,,,,5/20/2023,WM7ub9OebGXgYs27GwL0S9PScR1FrYGQ8ullzQOX,,,Infra,3/27/2023,bFlgWG,,,,,Open,T6PlC4Gsws7OXCYtCXScI0Tvyg1Bfg9ZKuEndHl8,2,CVE-2022-42889,JormEehnOw,task15122,5/13/2023,1/2/2023,,asset0512
2/23/2023,3A24A8FA,,Critiacal,0,,,No,,,,3/31/2023,ZGpgWNGDC0VdOei7UnejQ9OTcFnsUC5T6LQJaAnL,,,Infra,3/7/2023,c32z8n,,,,,Closed,KXAwpeo4fOnHVPKPLe4Gczabo7kk2yCnmrF9wClv,0,CVE-20163427,Lgx3PlFAdN,task16949,3/8/2023,2/23/2023,3/8/2023,asset0088
7/11/2020,0E1C393D,,Very High,0,,,No,,,,5/22/2023,Rv7C0j2MLuGlOMzRFPOLIt4fyL6ciVSylmQaZs8B,,,AppSec Assessment,3/16/2021,udCS4P,,,,,Under Investigation,7HRChxZAsOsmtC7BhR7jp75r90s5lVP1yxBAZpqI,0,CVE-2019-17571,aUdnmFCsVk,task16369,11/17/2022,7/11/2020,,asset0141
11/18/2023,8C32BD98,,Very High,0,,,No,,,,12/31/2023,z4BzdbjszzovPOdG7Jt6TLv8wdBYPOmrX9ywuHn6,,,AppSec Scan,12/4/2023,EUEngf,,,,,Closed,WvZTcf9ILc2Xu4Xj7Iu2maKWh9pNnUvRfPKR8YeY,0,CVE-2018-1270,5gfhBeK3K9,task18041,12/30/2023,11/18/2023,12/30/2023,asset0891
2/21/2023,DD40FAD3,,Emergency,0,IGMPCRqUoh5QygF0b4zKYrtOPKznTtPk1YGVX5Qj,,No,,,,6/24/2023,TpSXu4bcVbeGYyolEXqH8ySOw2UVtxBjdXUpHI6y,,Removal of software,Infra,6/20/2023,X5fXQu,,,,,In Remediation,F8rhNuT7eav8qt1UC7wWyNkQEvpD9dfzPLQd47sM,0,CVE-20163427,nI3rVdLzQK,task17993,6/24/2023,2/21/2023,,asset0303
