uniq_id,retire_date,record,crit,bus_process,fcc_group_id,fcc_group,prot_type,db_bus_approver,db_tech_approver,app_platform,lto_one,lto_two,lto_three,lto_four,lto_five,model_asset,npi_type,data_cetner,recovery_group,shared_service,mant_all,mant_first,mant_fourth,mant_done,mant_none,mant_other,mant_secound,deplot_date,asset_id,asset_status,asset_type,bhs_classifcation,bhs_rationale,bhisomess_facing,confidental_info,cots_product,critcal_facing,crown_jewel,version,goverance_rating,desc,maint_desc,eu_path,expected_yr,expeced_qtr,exteranl_facing,hamp,info_class,is_platform,l1_grp,l1.5_grp,l2_grp,l3_grp,locatal_resiliance,location,mait_days,mait_frq,mait_time,confidental_npi,other_lang,passing_data,platform_type,primary_language,production_date,recover_cap,recover_rpo,recover_cap_rtc,recover_time_hours,retirement_start,retirement_target,shared_system,software_name,sox_relevane,tech_prot,maint_thrid,vender_name,bus_capability,aws_version,cloud_date,asset_rate,data_id,research_asset,vender_name_other,sox_date,business_id,retirement_start,business_justification,recovery_proprty,critiacal_cyber,cloud_only,prem_only,enterprise_bu,lowest_rpo,lowest_rto,data_approch,subrec
id000531,5/7/2019,,Low,,201C4116M18946VR,367D3225W71321UV,,852F2989J61881LX,565V2603S93585FJ,Wintel Server,,8/13/2019,,,,No,Yes,,Group 2,,,,,5:00 PM,FALSE,TRUE,TRUE,2/17/2020,asset0531,Retired,Exteranl Data,Hold to Kepp,Under Use,No,Yes,No,No,Yes,7.00,Low,LC54,EU71,\\path\assets\asset0531,,,No,Yes,Confidential-Highly-Restricted,False ,OC29,WW12,FN16,JD57,,,Saturday,,,No,MS Sharepoint,Yes,,VB,12/30/2023,,48,,250,,,Fasle,465C1535L36094LA,Yes,M&A,Fasle,,Risk Management,,,,,,,,,,,,,,,,,,,
id000532,7/1/2022,,Medium,,879W1259O23078CT,823X2704Y54299GS,,713T4716O60565CY,119H2193L87461HN,Linux,,10/1/2024,,,,Yes,Yes,Urbana A,Group 2,Critiical Shared Service,,,,12:00 AM,TRUE,TRUE,FALSE,5/4/2018,asset0532,Retired,Exteranl Data,Sell,Set to be retired,Yes,No,Yes,Yes,No,8.00,Low,VN32,CI24,\\path\assets\asset0532,,,Yes,Yes,Confidential-Restricted,False ,UH98,XO65,BT83,MG56,Urbon A,Physically Hosted,Saturday,Bi-monthly,5:00 AM,Yes,Javascript,Yes,,Java,5/21/2022,,24:00:00,,75,,,True,313O7336M40626DH,No,Other,Fasle,,Disclosure Management,Unknoen,,,,,,,,,,,,,,,,,,
id000533,3/1/2018,,Low,,556G7593H43883PN,998F1418K72211XJ,,990K5624F85033OG,241C1008I83348PS,Wintel Desktop,,5/26/2024,,,,No,No,,,Shared Service Direct,,,,5:00 PM,FALSE,FALSE,TRUE,7/16/2019,asset0533,Deployed,Application,Sell,Set to be retired,No,Yes,Yes,Yes,Yes,9.00,Low,GT55,FS89,\\path\assets\asset0533,,,Yes,Yes,Confidential-Internal-Distribition,False ,SY96,EW70,KJ82,VO38,Urbon A,Physically Hosted,Friday-Monday,Bi-monthly,5:00 AM,Yes,MS Excell,No,,SAS,3/31/2021,,50:00:00,,75,,,Fasle,152G1414S54798TS,Yes,M&A,Fasle,,,,,,,,,,,,,,,,,,,,,
id000534,1/24/2024,,High,,831E7410G22439QF,103O2794F71687YN,,100K6133C73680JX,555R3031G48808UZ,Wintel Server,,2/16/2021,,,,No,No,Urbana A,Group 0,Critiical Shared Service,,,,12:00 AM,FALSE,TRUE,FALSE,10/8/2024,asset0534,Retired,Utiltiy,Sell,Set to be retired,Yes,No,Yes,No,Yes,9.00,Medium,BG88,RW37,\\path\assets\asset0534,,,No,Yes,Confidential-Highly-Restricted,False ,GK71,KM18,FN75,KQ11,,,Sunday,,,No,XML,Yes,,Net,4/28/2018,,120:00:00,,48,,,True,930P1332Z45128NA,Yes,Technology Services,Fasle,,Technology Management,,,,,,,,,,,,,,,,,,,
id000535,10/21/2018,,Low,,921S8522O71184GN,978U7850J19906TN,,634J6825S94315KT,480V8202P28927XY,Wintel Desktop,,5/11/2023,,,,Yes,Yes,Urbana A,Group 0,Shared Service Direct,,,,5:00 PM,TRUE,TRUE,TRUE,8/25/2021,asset0535,Deployed,Exteranl Data,Sell,Set to be retired,No,Yes,No,No,No,8.00,Medium,EN13,TU55,\\path\assets\asset0535,,,Yes,Yes,Confidential-Internal-Distribition,False ,YV38,SE37,IQ12,LI44,Out of Region,Physically Hosted,Saturday-Sunday,Bi-monthly,9:00 PM,No,XML,Yes,,SAS,5/24/2022,,50,,241,,,Fasle,536C9813L37492CO,No,Other,Fasle,,Disclosure Management,,,,,,,,,,,,,,,,,,,
id000536,8/22/2022,,Medium,,238K6498B71149YS,388R7718R62589EQ,,677K6765Z54725CM,294M4239V65630BP,Wintel Server,,8/1/2024,,,,No,No,Urbana A,,Critiical Shared Service,,,,5:00 PM,FALSE,FALSE,TRUE,11/19/2019,asset0536,Retired,Application,Hold to Kepp,Under Use,No,Yes,Yes,No,No,8.00,Low,GJ14,BB67,\\path\assets\asset0536,,,No,Yes,Confidential-Restricted,False ,YF23,NR59,XI92,II22,Out of Region,,Saturday-Sunday,Monthly,8:00 PM,Yes,,No,,MS Acess,8/10/2023,,24,,75,,,Fasle,113H3584U28104PX,Yes,Lender and Servicing Tech,Fasle,,,,,,,,,,,,,,,,,,,,,
id000537,1/15/2019,,Low,,458X9895N32804TD,145G4219R62308CE,,239X4535B62987TE,767Q8210Y62736TA,Unix/Solaris,,1/30/2019,,,,Yes,No,Urbana A,Group 0,,,,,12:00 AM,TRUE,FALSE,FALSE,10/14/2018,asset0537,Retired,EUC,Sell,Set to be retired,Yes,No,Yes,No,Yes,7.00,High,EG44,PE45,\\path\assets\asset0537,,,Yes,No,Confidential-Restricted,False ,XD93,II84,VW97,VD57,,Physically Hosted,Sunday,Weekly,9:00 PM,Yes,,Yes,,SAS,2/7/2018,,50:00:00,,241,,,True,793K9515V26549CS,Yes,Infrastucture,Fasle,,Disclosure Management,Unknoen,,,,,,,,,,,,,,,,,,
id000538,1/19/2018,,Low,,811M2320D52675ET,338Q9115Q44802SC,,210L5005K20297YS,147Q4095T86421TG,Linux,,8/12/2022,,,,No,Yes,Urbana A,Group 1,,,,,,FALSE,FALSE,TRUE,6/13/2018,asset0538,Retired,Utiltiy,Sell,Set to be retired,No,Yes,Yes,No,Yes,9.00,Low,ZB57,ON73,\\path\assets\asset0538,,,No,No,Confidential-Internal-Distribition,False ,XO44,PL19,BK94,MT99,Out of Region,Physically Hosted,Saturday,Weekly,12:00 AM,No,MS Excell,Yes,,Net,3/25/2023,,50:00:00,,121,,,True,779Y8394V22489FK,No,Infrastucture,Fasle,,,,,,,,,,,,,,,,,,,,,
id000539,6/14/2018,,High,,771Q3200G58153LO,872P7945S87335LH,,775J8694Q96964SI,167G9580D61662XI,Linux,,12/2/2019,,,,Yes,Yes,Urbana A,Group 3,Critiical Shared Service,,,,,FALSE,TRUE,FALSE,9/30/2019,asset0539,Retired,Application,Hold to Kepp,Under Use,Yes,No,No,Yes,Yes,8.00,Medium,AN89,NH83,\\path\assets\asset0539,,,Yes,No,Confidential-Highly-Restricted,False ,JU57,DD49,NL92,DX61,Out of Region,,Friday,Weekly,12:00 AM,Yes,Javascript,No,,SQL,6/28/2023,,50,,75,,,Fasle,301E4236I83769FI,No,Enterprise Data,Fasle,,Technology Management,,,,,,,,,,,,,,,,,,,
id000540,9/8/2018,,Low,,595S1596E32625MO,907U7421Y42389CC,,354A1657I65290LS,903N6285Q56816JF,Unix/Solaris,,4/19/2018,,,,Yes,Yes,Urbana A,Group 0,,,,,12:00 AM,FALSE,FALSE,TRUE,5/20/2019,asset0540,Retired,EUC,Sell,Set to be retired,No,No,Yes,No,Yes,9.00,Low,ZE18,OR87,\\path\assets\asset0540,,,No,Yes,Confidential-Highly-Restricted,False ,AW13,DX81,AS86,CH77,,Physically Hosted,Saturday,,,No,MS Sharepoint,Yes,,SQL,8/28/2022,,50:00:00,,121,,,True,348H4136T46073GR,No,Technology Services,Fasle,,Loss Mitigation Management,Unknoen,,,,,,,,,,,,,,,,,,
id000541,1/8/2018,,Medium,,441T2523C93064IJ,848H6284H52277HN,,752W9413B41961BF,467G2971P69503CX,Wintel Server,,7/23/2019,,,,No,Yes,,Group 2,Critiical Shared Service,,,,5:00 PM,FALSE,TRUE,FALSE,2/26/2022,asset0541,Deployed,Exteranl Data,Hold to Kepp,Under Use,Yes,No,No,Yes,No,9.00,Low,SY84,HC12,\\path\assets\asset0541,,,Yes,Yes,Confidential-Highly-Restricted,False ,NR54,IM36,XB58,EN69,RTP,,Friday-Monday,Weekly,8:00 PM,No,MS Sharepoint,No,,MS Acess,2/15/2022,,120:00:00,,250,,,Fasle,101W3939D54072OX,No,Other,Fasle,,,,,,,,,,,,,,,,,,,,,
id000542,2/9/2020,,Medium,,220F8722R78336JD,930I6833I53930MD,,579E1646M87495XS,997G5542K30482FX,Wintel Desktop,,4/3/2024,,,,No,No,Urbana A,,,,,,,TRUE,TRUE,TRUE,9/25/2018,asset0542,Deployed,Application,Hold to Kepp,Under Use,Yes,No,No,Yes,Yes,7.00,High,LQ35,CH15,\\path\assets\asset0542,,,No,Yes,Confidential-Restricted,False ,YN48,ZE52,KH87,XB49,Urbon A,Physically Hosted,Friday-Monday,Weekly,5:00 AM,Yes,Javascript,No,,SQL,4/17/2019,,50,,96,,,True,970V5315L82019ZJ,No,SF Analytics,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000543,4/17/2022,,Medium,,903S1416Y87057XL,955Y5932H91731RM,,817N9791U61332FS,391X4434V91980JF,Wintel Desktop,,12/6/2022,,,,No,Yes,Urbana A,Group 2,Shared Service Direct,,,,12:00 AM,FALSE,FALSE,TRUE,4/20/2022,asset0543,Deployed,Exteranl Data,Hold to Kepp,Under Use,Yes,Yes,No,No,Yes,9.00,High,RS97,MS63,\\path\assets\asset0543,,,Yes,No,Confidential-Highly-Restricted,False ,TI65,PT80,AL90,YN27,RTP,Physically Hosted,Sunday,,,Yes,XML,Yes,,VB,4/27/2019,,50:00:00,,48,,,True,681S3374S94158QL,Yes,Other,Fasle,,,,,,,,,,,,,,,,,,,,,
id000544,10/26/2020,,Medium,,852C7623K85853MN,793M1281Z95800YT,,505R3188X57188QQ,140V9926M42086LF,Wintel Server,,6/19/2023,,,,Yes,No,Urbana A,Group 1,,,,,,FALSE,TRUE,TRUE,4/26/2022,asset0544,Deployed,Application,Sell,Set to be retired,No,No,No,No,Yes,7.00,Low,TG18,NU41,\\path\assets\asset0544,,,No,Yes,Confidential-Restricted,False ,DQ24,VJ98,MD25,NK52,Out of Region,Physically Hosted,Friday-Monday,,,No,,Yes,,C++,1/30/2021,,48,,96,,,Fasle,230K4329H45312MG,Yes,Capital Markets,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000545,3/22/2023,,Medium,,920C9896R51442TO,925K9847R12830JZ,,786E3584U86515FR,262M1356A35269WV,Wintel Server,,8/14/2018,,,,Yes,Yes,Urbana A,Group 3,Critiical Shared Service,,,,,FALSE,FALSE,FALSE,11/17/2021,asset0545,Deployed,Exteranl Data,Hold to Kepp,Under Use,No,Yes,No,No,No,7.00,High,JW89,WE54,\\path\assets\asset0545,,,Yes,Yes,Confidential-Restricted,False ,WI92,GO97,NJ20,YC45,Urbon A,Physically Hosted,Saturday,Weekly,8:00 PM,Yes,Javascript,No,,C,12/18/2023,,24:00:00,,241,,,True,362L5756N57636CU,Yes,Technology Services,Fasle,,Risk Management,,,,,,,,,,,,,,,,,,,
id000546,5/28/2019,,High,,194X5679P43406KG,364D6903L39723QI,,693M8859V30914FE,422A5877R47628JV,IBM,,3/1/2020,,,,Yes,Yes,Urbana A,,Critiical Shared Service,,,,,TRUE,FALSE,FALSE,4/28/2018,asset0546,Retired,Application,Hold to Kepp,Under Use,No,Yes,No,Yes,Yes,8.00,Low,JE15,NK95,\\path\assets\asset0546,,,No,No,Confidential-Internal-Distribition,False ,XF32,XE89,ZB97,BK98,Urbon B,,Saturday,Monthly,8:00 PM,No,,Yes,,,10/12/2020,,24,,75,,,True,182R8216M90951WL,No,Enterprise Data,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000547,12/7/2018,,Low,,483K3573B10634TA,966B3266A13800HX,,356N9094K25853UM,673J3003L23893GK,IBM,,4/7/2024,,,,No,No,,Group 1,,,,,12:00 AM,TRUE,FALSE,FALSE,12/4/2019,asset0547,Retired,Exteranl Data,Sell,Set to be retired,Yes,Yes,No,No,Yes,8.00,Low,LM64,PM58,\\path\assets\asset0547,,,No,No,Confidential-Restricted,False ,DD95,LP87,IX48,LG12,Urbon B,Physically Hosted,Saturday-Sunday,,,Yes,Javascript,No,,SQL,12/26/2020,,50,,75,,,True,765W8440J29266JF,No,Credit Loss Mgt,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000548,5/1/2021,,Low,,578O3149M23465MH,431F4757G31193UZ,,857S8821I12599BL,343P5538R60942DY,Wintel Desktop,,1/20/2019,,,,Yes,No,Urbana A,Group 0,,,,,,FALSE,FALSE,TRUE,1/31/2022,asset0548,Deployed,Application,Hold to Kepp,Under Use,No,Yes,No,No,Yes,8.00,High,MX29,IB55,\\path\assets\asset0548,,,Yes,No,Confidential-Restricted,False ,CI63,EQ55,VU42,ET74,,Physically Hosted,,Monthly,12:00 AM,No,Javascript,No,,,8/24/2022,,24,,121,,,Fasle,247L5094K15882LC,No,Credit Loss Mgt,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000549,2/17/2018,,Low,,160I6267F67971QD,662I9125C39397RG,,198Z2859L81233WC,528H2004Q19932CZ,IBM,,7/25/2018,,,,No,No,Urbana A,Group 0,Shared Service Direct,,,,,TRUE,TRUE,TRUE,9/4/2018,asset0549,Deployed,Exteranl Data,Sell,Set to be retired,Yes,Yes,Yes,Yes,Yes,9.00,Low,ZH43,OP65,\\path\assets\asset0549,,,No,No,Confidential-Highly-Restricted,False ,IY67,LQ41,XU42,IY79,Urbon A,,Saturday,Weekly,8:00 PM,No,MS Excell,No,,Java,3/24/2023,,50,,250,,,True,499D7584I20435UP,Yes,M&A,Fasle,,,,,,,,,,,,,,,,,,,,,
id000550,1/12/2021,,Low,,706U6164F91065MX,240V1303Z89378FE,,649B8128Z25126UX,381E7989V35987RU,Unix/Solaris,,10/3/2018,,,,Yes,No,Urbana A,,Critiical Shared Service,,,,12:00 AM,TRUE,TRUE,FALSE,4/10/2024,asset0550,Retired,EUC,Sell,Set to be retired,Yes,Yes,No,Yes,No,9.00,Medium,SO71,CF96,\\path\assets\asset0550,,,No,Yes,Confidential-Highly-Restricted,False ,RJ10,ZY16,VF30,EM56,Out of Region,Physically Hosted,Friday,Bi-monthly,9:00 PM,No,MS Sharepoint,No,,,12/5/2018,,24,,96,,,Fasle,199L4520B62751VQ,No,Enterprise Data,Fasle,,Technology Management,,,,,,,,,,,,,,,,,,,
id000551,3/30/2020,,Medium,,204N6200L41024BR,626L2443M50414LB,,969U6632K13384IM,701V7992D82809TD,Linux,,6/4/2023,,,,No,No,,Group 1,Critiical Shared Service,,,,5:00 PM,TRUE,FALSE,FALSE,6/21/2022,asset0551,Deployed,Exteranl Data,Sell,Set to be retired,Yes,Yes,No,Yes,No,8.00,Low,HO24,DC56,\\path\assets\asset0551,,,Yes,Yes,Confidential-Highly-Restricted,False ,JP52,DS99,DU75,HH86,Urbon A,Physically Hosted,Friday,Weekly,5:00 AM,Yes,XML,Yes,,Javascript,5/23/2019,,24:00:00,,250,,,Fasle,494W8818L78716FC,No,Technology Services,Fasle,,,,,,,,,,,,,,,,,,,,,
id000552,1/6/2019,,Low,,391M9022Q25097KK,857D7235G85123GM,,219Z3517N81428OW,588X6346G10815IF,IBM,,3/12/2018,,,,No,No,Urbana A,Group 0,Shared Service Direct,,,,12:00 AM,TRUE,FALSE,TRUE,8/7/2018,asset0552,Deployed,Exteranl Data,Hold to Kepp,Under Use,Yes,Yes,No,No,Yes,8.00,High,KL51,JT41,\\path\assets\asset0552,,,No,Yes,Confidential-Restricted,False ,RB24,RX28,KE16,GH72,Urbon A,Physically Hosted,Friday-Monday,Monthly,9:00 PM,No,MS Excell,Yes,,SQL,2/25/2020,,24,,241,,,Fasle,432F6520Y38131BF,No,Other,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000553,6/7/2021,,High,,505B5257V25925HA,290N3571N83875IE,,347Y5434Z62143NM,626F9793G13298NQ,Unix/Solaris,,12/16/2019,,,,No,No,Urbana A,Group 0,Shared Service Direct,,,,5:00 PM,FALSE,FALSE,TRUE,2/23/2019,asset0553,Deployed,Utiltiy,Hold to Kepp,Under Use,Yes,No,No,Yes,No,7.00,Low,QN68,VK67,\\path\assets\asset0553,,,Yes,Yes,Confidential-Internal-Distribition,False ,WS37,NB15,CM43,HI60,,,Saturday,,,Yes,Javascript,Yes,,Java,4/12/2020,,50,,48,,,Fasle,504G3400Z63987LB,Yes,Credit Loss Mgt,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000554,12/17/2021,,Low,,924G1069U27600VM,717L4393D44754PL,,226U7166J47124ZV,423R1944I38303EL,Wintel Desktop,,8/21/2023,,,,Yes,No,,,,,,,,TRUE,FALSE,TRUE,8/9/2022,asset0554,Retired,Exteranl Data,Sell,Set to be retired,Yes,No,No,Yes,No,7.00,Low,PM53,SC11,\\path\assets\asset0554,,,Yes,Yes,Confidential-Highly-Restricted,False ,BN33,ND65,LT43,SN37,Out of Region,Physically Hosted,,Bi-monthly,12:00 AM,No,MS Excell,Yes,,Net,12/25/2022,,50,,48,,,Fasle,692A5780I66447ID,Yes,Enterprise Data,Fasle,,Risk Management,,,,,,,,,,,,,,,,,,,
id000555,11/18/2020,,Medium,,588O2940U25236TI,201V3976T58421EK,,651C7592R20615DL,683E1832F90364AD,IBM,,10/1/2021,,,,Yes,No,,Group 1,Shared Service Direct,,,,5:00 PM,TRUE,FALSE,FALSE,7/12/2022,asset0555,Deployed,EUC,Hold to Kepp,Under Use,Yes,Yes,Yes,No,Yes,8.00,High,IQ29,IK85,\\path\assets\asset0555,,,Yes,No,Confidential-Internal-Distribition,False ,MX88,KU45,TD83,ZD98,Out of Region,Physically Hosted,,Monthly,5:00 AM,Yes,MS Excell,Yes,,Java,3/16/2020,,50,,75,,,Fasle,129Z5922L67836UE,Yes,M&A,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000556,1/19/2018,,Medium,,357Y8694D79796IO,333E8812N97936SB,,633B5858K67043BI,144U1382Q95880EC,Wintel Desktop,,1/28/2022,,,,No,Yes,,Group 0,,,,,5:00 PM,FALSE,TRUE,FALSE,3/22/2018,asset0556,Deployed,Application,Sell,Set to be retired,No,Yes,No,Yes,Yes,7.00,Low,MS65,DI69,\\path\assets\asset0556,,,Yes,Yes,Confidential-Internal-Distribition,False ,YG49,TW15,VQ46,SW40,Out of Region,,,Weekly,5:00 AM,Yes,MS Sharepoint,No,,Net,3/5/2021,,48,,48,,,Fasle,104K9402D19604SC,Yes,End User Support,Fasle,,,,,,,,,,,,,,,,,,,,,
id000557,5/1/2023,,Low,,975U4734B24352DX,391S9108Y69499VF,,204T2397Q80127HW,871E5075F37843FZ,IBM,,1/20/2024,,,,Yes,No,Urbana A,,Shared Service Direct,,,,12:00 AM,TRUE,FALSE,FALSE,1/19/2018,asset0557,Deployed,Application,Hold to Kepp,Under Use,Yes,Yes,No,No,Yes,8.00,Medium,ZF61,RN17,\\path\assets\asset0557,,,No,No,Confidential-Restricted,False ,SS73,AR79,AS75,VC73,Urbon A,,Saturday,Monthly,9:00 PM,No,MS Excell,No,,,5/24/2021,,48,,121,,,True,251C3762M63049KW,No,End User Support,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000558,2/22/2021,,High,,398D5255L44518SH,755A8223I78495AX,,280G6700J93144ZE,514V8397I44087DC,IBM,,10/20/2024,,,,No,No,Urbana A,,Shared Service Direct,,,,5:00 PM,FALSE,FALSE,FALSE,5/22/2022,asset0558,Deployed,Utiltiy,Sell,Set to be retired,Yes,Yes,No,Yes,No,8.00,Medium,RN49,CP89,\\path\assets\asset0558,,,No,No,Confidential-Restricted,False ,HK26,NP37,HU45,QQ97,,Physically Hosted,Saturday-Sunday,Weekly,9:00 PM,No,MS Sharepoint,Yes,,Javascript,1/22/2024,,48,,48,,,True,252E7794Y74111MF,Yes,End User Support,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000559,8/13/2023,,Low,,138B1099O38550WI,867V7782D44754LU,,514R7267G34742HY,723Y5152I68126AK,IBM,,5/17/2018,,,,No,No,Urbana A,Group 1,Critiical Shared Service,,,,12:00 AM,TRUE,FALSE,TRUE,2/2/2022,asset0559,Retired,Application,Hold to Kepp,Under Use,Yes,Yes,No,Yes,No,7.00,Low,EL74,UH70,\\path\assets\asset0559,,,No,Yes,Confidential-Highly-Restricted,False ,IL69,JV71,LO70,WR63,Urbon A,,Friday,Weekly,12:00 AM,Yes,MS Excell,Yes,,Javascript,12/15/2022,,48,,48,,,Fasle,814Z9857S39743MV,No,Capital Markets,Fasle,,Disclosure Management,Unknoen,,,,,,,,,,,,,,,,,,
id000560,8/5/2021,,High,,318D1993S85852BT,812I8884J80679NZ,,419U8796N18379BY,748Y3421N96858PE,Wintel Desktop,,6/12/2023,,,,Yes,Yes,,Group 1,Critiical Shared Service,,,,,FALSE,FALSE,FALSE,5/30/2023,asset0560,Deployed,Application,Sell,Set to be retired,No,No,Yes,Yes,Yes,7.00,Low,UT83,FD45,\\path\assets\asset0560,,,Yes,No,Confidential-Highly-Restricted,False ,GK31,OV98,GY57,CG14,RTP,Physically Hosted,Friday,Monthly,8:00 PM,Yes,MS Excell,No,,Javascript,2/26/2018,,50,,48,,,Fasle,513B1871O58102IP,Yes,End User Support,Fasle,,,,,,,,,,,,,,,,,,,,,
id000561,3/10/2022,,High,,866C1143X63521UR,283R7806D90743FD,,126X7431Y24723ZE,583W3257F76443HJ,Wintel Desktop,,5/25/2019,,,,Yes,Yes,Urbana A,Group 1,Shared Service Direct,,,,,FALSE,TRUE,FALSE,11/19/2022,asset0561,Deployed,EUC,Hold to Kepp,Under Use,Yes,No,Yes,Yes,Yes,9.00,High,MY94,VX70,\\path\assets\asset0561,,,No,No,Confidential-Restricted,False ,BW91,SY82,DS70,HV80,RTP,Physically Hosted,Sunday,Monthly,12:00 AM,Yes,MS Sharepoint,Yes,,C++,11/21/2020,,48,,121,,,True,476D3023H88994MI,No,Infrastucture,Fasle,,Technology Management,Unknoen,,,,,,,,,,,,,,,,,,
id000562,2/17/2022,,High,,149R3486W19797EX,741A8797Y63715WZ,,575Y8277L71875HY,415M6498A58452DK,Linux,,8/13/2023,,,,No,Yes,Urbana A,,Shared Service Direct,,,,12:00 AM,FALSE,FALSE,TRUE,10/3/2024,asset0562,Retired,Application,Hold to Kepp,Under Use,No,Yes,No,No,Yes,8.00,Low,PD65,IB90,\\path\assets\asset0562,,,Yes,Yes,Confidential-Highly-Restricted,False ,IF56,BO27,QC18,WB12,RTP,,Sunday,Weekly,12:00 AM,Yes,MS Sharepoint,No,,,1/11/2023,,48,,75,,,True,373I1419M28789ZH,No,Technology Services,Fasle,,,,,,,,,,,,,,,,,,,,,
id000563,8/19/2022,,Medium,,855V5754M98120CU,633O5184A86028RM,,862U5362K61412JD,576S3602F54174YG,Linux,,11/30/2021,,,,Yes,No,Urbana A,Group 0,Shared Service Direct,,,,12:00 AM,FALSE,FALSE,TRUE,9/12/2021,asset0563,Retired,EUC,Hold to Kepp,Under Use,Yes,No,Yes,No,Yes,9.00,High,AI81,KH75,\\path\assets\asset0563,,,Yes,No,Confidential-Internal-Distribition,False ,QP66,WI26,OO91,RG19,,Physically Hosted,Saturday,,,No,XML,Yes,,C++,8/9/2021,,24:00:00,,75,,,True,537E7364L44398VR,No,SF Analytics,Fasle,,Disclosure Management,,,,,,,,,,,,,,,,,,,
id000564,10/14/2019,,Medium,,743S8647I56394RL,101A5622R25484AQ,,829V1774L75957AA,533Z3268A49351IS,Wintel Desktop,,7/13/2019,,,,Yes,No,Urbana A,Group 3,,,,,5:00 PM,FALSE,FALSE,TRUE,4/10/2019,asset0564,Deployed,EUC,Sell,Set to be retired,No,Yes,No,No,Yes,7.00,Medium,WR80,RC24,\\path\assets\asset0564,,,Yes,No,Confidential-Restricted,False ,EX45,OU70,GH37,ES41,Urbon A,,Saturday,Weekly,8:00 PM,Yes,MS Excell,No,,VB,7/19/2019,,50,,75,,,Fasle,765H9432S87878VR,Yes,M&A,Fasle,,Technology Management,Unknoen,,,,,,,,,,,,,,,,,,
id000565,1/17/2021,,Low,,391P8726Z38739QW,418N4202T83789PR,,510N9307W24824OB,922Z4551X64950GW,Unix/Solaris,,5/16/2020,,,,Yes,Yes,Urbana A,Group 0,Shared Service Direct,,,,12:00 AM,FALSE,FALSE,TRUE,9/1/2023,asset0565,Deployed,Utiltiy,Hold to Kepp,Under Use,No,Yes,Yes,Yes,Yes,8.00,Low,LK31,TP64,\\path\assets\asset0565,,,Yes,Yes,Confidential-Highly-Restricted,False ,ME80,HY76,DQ51,JV56,Urbon B,,Friday-Monday,Monthly,5:00 AM,Yes,,Yes,,Javascript,9/8/2022,,50,,241,,,Fasle,568Y6898L18159EE,No,Other,Fasle,,Risk Management,,,,,,,,,,,,,,,,,,,
id000566,1/8/2024,,Low,,720V6420O41378AY,987X5802M25840WE,,321R1576U81130ZS,505V8405N51067PH,Wintel Desktop,,12/26/2023,,,,Yes,Yes,Urbana A,Group 0,Shared Service Direct,,,,12:00 AM,TRUE,FALSE,TRUE,5/27/2022,asset0566,Retired,EUC,Sell,Set to be retired,No,Yes,Yes,Yes,No,9.00,High,VG22,FB38,\\path\assets\asset0566,,,No,Yes,Confidential-Highly-Restricted,False ,GL54,QT73,WC47,GO62,RTP,,Saturday-Sunday,Monthly,8:00 PM,Yes,,Yes,,Javascript,8/19/2021,,50:00:00,,48,,,Fasle,896W6754F74391SC,Yes,Lender and Servicing Tech,Fasle,,Disclosure Management,Unknoen,,,,,,,,,,,,,,,,,,
id000567,9/17/2022,,Medium,,982O5507P23131FQ,866D4050J65833FN,,422W1291M21153YI,755V8364U25104JY,Wintel Server,,,3/18/2021,,,No,Yes,Urbana A,Group 3,Shared Service Direct,,,,,TRUE,FALSE,FALSE,7/14/2020,asset0567,Deployed,Exteranl Data,Hold to Kepp,Under Use,Yes,Yes,No,No,Yes,9.00,Low,LX19,BT90,\\path\assets\asset0567,,,No,No,Confidential-Internal-Distribition,False ,BY93,IW67,VE48,GG65,Urbon B,Physically Hosted,Saturday-Sunday,Monthly,8:00 PM,Yes,XML,No,,,6/7/2019,,48,,121,,,True,265Y5849K11996VX,Yes,Enterprise Data,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000568,8/16/2023,,High,,906O9338B69767ON,322U9137H70592SK,,538A5808D38828BJ,487K4361Q12837JH,Wintel Desktop,,,2/7/2020,,,Yes,No,Urbana A,Group 3,Critiical Shared Service,,,,5:00 PM,FALSE,TRUE,FALSE,7/29/2018,asset0568,Retired,EUC,Hold to Kepp,Under Use,Yes,Yes,No,Yes,No,8.00,Low,BR18,WF48,\\path\assets\asset0568,,,No,Yes,Confidential-Highly-Restricted,False ,LN44,VU61,HY21,RR85,Out of Region,Physically Hosted,Saturday-Sunday,Weekly,8:00 PM,Yes,MS Excell,Yes,,C++,5/23/2018,,120:00:00,,75,,,Fasle,732C8116F80694VC,Yes,Other,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
